Expandable Memory Type,Secondary Camera Resolution,Charging Type,SIM Count,Secondary Camera,RAM Size,Battery Size,Internal Memory,Version,Screen Size,SIM Type,Display Resolution,Colour Name,Display Type,Display Resolution Type,Operating System Version,Operating System,Voice Calling Capability,Fast Charging,Network Frequency Band,Processor Name,Number of Cores,Primary Camera Feature,Flash,Model Year,Network Type,Condition,Model Number,Model Name,Primary Camera (MP),Title,Price,Brand,Rating,Product Image,Product Link,Processor Speed,Product Weight,Operating System Number,Processor Number,What's In The Box,Glass Technology,Video Recording Resolution Type,Water/Dust Properties,Finish,Product Length,Product Height,Product Width/Depth,Maximum Expandable Memory,Refresh Rates,Sensor,Camera Type,Battery Type,Pixels Per Inch,Network,Audio Jack,Wireless
MicroSD,5 MP,Type-C,Dual SIM,5 - 7.9 MP,6 GB,5000 mAh,128 GB,Middle East Version,6.5 in,Nano SIM,,Blue,,,,Android,,,LTE,,,Triple,,,4G,New,SM-A155FZKGMEA,Galaxy A15,50+5+2,Galaxy A15 Dual SIM Blue/Black 6GB RAM 128GB 4G LTE - Middle East Version,EGP 7299.00 Inclusive of VAT,Samsung,4.4,"['https://f.nooncdn.com/p/pnsku/N70030440V/45/_/1702699238/6ae73ece-d29e-4a81-ba41-850055d0937f.jpg', 'https://f.nooncdn.com/p/pnsku/N70030439V/45/_/1702699236/4c3f3391-73b0-4537-a085-d9c2120bebb9.jpg', 'https://f.nooncdn.com/p/pnsku/N70030441V/45/_/1702699237/52e32406-441e-46a0-9c44-b6b64760ea38.jpg']",https://www.noon.com/egypt-en/galaxy-a15-dual-sim-blue-black-6gb-ram-128gb-4g-lte-middle-east-version/N70030440V/p/?o=bc29a3bb148f615f,,,,,"USB-C Type Cable, SIM Tray Ejector, Quick Start Guide",,,,,,,,1 TB,90Hz,,,,,,,
,,Type-C,Dual SIM,,8 GB,5000 mAh,256 GB,Middle East Version,6.79 in,Nano SIM,,black,,,,Android,Yes,,GSM/LTE,MediaTek Helio,,,LED,2023,4G,New,Redmi 12,Redmi 12,,Redmi 12 Dual SIM Midnight Black 8GB RAM 256GB 4G-Middle East Version,EGP 6950.00 Inclusive of VAT,Xiaomi,4.1,[],https://www.noon.com/egypt-en/redmi-12-dual-sim-midnight-black-8gb-ram-256gb-4g-middle-east-version/N70015943V/p/?o=a4bb852f0b0a21ea,,,,MediaTek Helio G88(12nm),,,,,,,,,,90Hz,,,,,,,
MicroSD,8 MP,Type-C,Dual SIM,8 - 11.9 MP,8 GB,5000 mAh,256 GB,International Version,6.74 in,Nano SIM,,Navy Blue,LCD,,,Android,Yes,Yes,LTE,MediaTek Helio,Octa Core,Triple,LED,2023,4G,New,2311DRN14I | 23106RN0DA | 22120RN86C I 23108RN04Y,Redmi 13C,50+8+QVGA,Redmi 13C Dual SIM Navy Blue 8GB RAM 256GB 4G - Global Version,EGP 6998.95 Inclusive of VAT,Xiaomi,3.7,"['https://f.nooncdn.com/p/pnsku/N70017106V/45/_/1698139765/c0b08129-d722-4993-990b-ddc1e884c674.jpg', 'https://f.nooncdn.com/p/pnsku/N70017104V/45/_/1698139799/3bf00498-b0f0-4da3-ac87-eb9085843f13.jpg', 'https://f.nooncdn.com/p/pnsku/N70017105V/45/_/1698139779/511e2a92-6698-44b6-bc95-fbd1077638e0.jpg', 'https://f.nooncdn.com/p/pnsku/N70017107V/45/_/1698139767/f60e0475-791e-4208-a4cb-7b0f36d687ff.jpg']",https://www.noon.com/egypt-en/redmi-13c-dual-sim-navy-blue-8gb-ram-256gb-4g-global-version/N70017107V/p/?o=f9b02862ea0d4f4b,2 GHz,192 g,13,MediaTek Helio G85,,Gorilla Glass,,,Plastic,168 mm,8.09 mm,78 mm,16 GB,90Hz,,,,,,,
MicroSD,32 MP,Type-C,Dual SIM,32 MP & Above,8 GB,5000 mAh,256 GB,Middle East Version,6.56 in,Nano SIM,720x1612,Starlit Black,,,,Android,Yes,,LTE,Unisoc,Octa Core,,,2023,4G,New,"X6528B, X6528",Hot 40i,50MP,Hot 40i Dual SIM Starlit Black 8+8GB RAM 256GB 4G - Middle East Version,EGP 5950.00 Inclusive of VAT,Infinix,4.2,"['https://f.nooncdn.com/p/pnsku/N70024026V/45/_/1710700304/ded4542b-6050-4a27-91a6-ad9c4a6a44a2.jpg', 'https://f.nooncdn.com/p/pnsku/N70024022V/45/_/1710700292/1d533494-0c85-459c-a2ce-fbee3600dec0.jpg', 'https://f.nooncdn.com/p/pnsku/N70024025V/45/_/1718065177/841cb2fc-7258-4889-aac1-14f60661a733.jpg', 'https://f.nooncdn.com/p/pnsku/N70024024V/45/_/1710700299/b8e017ea-f61e-4b2f-807a-b0c2a8793820.jpg']",https://www.noon.com/egypt-en/hot-40i-dual-sim-starlit-black-8-8gb-ram-256gb-4g-middle-east-version/N70024024V/p/?o=c1364a9e19cabd7b,1.6 GHz,190 g,13,Unisoc T606,"Mobile, Plug , Headset, Clear Cover, Screen protector",,,,,163.59 mm,75.59 mm,8.3 mm,1 TB,,"Fingerprint Scanner, Proximity Sensors, gyroscope",,,,,,
MicroSD,13 MP,Type-C,Dual SIM,12 - 15.9 MP,4 GB,5000 mAh,128 GB,Middle East Version,6.5 in,Nano SIM,,Light Blue,,,,Android,,,LTE,,,Triple,,2023,4G,New,SM-A155FLBDMEA,BSM-A155F/1D4N,50+5+2,Galaxy A15 Dual Sim Light Blue 4GB RAM 128GB 4G - Middle East Version,EGP 6350.00 Inclusive of VAT,Samsung,4.4,"['https://f.nooncdn.com/p/pnsku/N70029832V/45/_/1706601417/c68be273-1532-4459-a8fc-19392b1b3521.jpg', 'https://f.nooncdn.com/p/pnsku/N70029833V/45/_/1707827506/fe9e2494-8a28-461d-9cbe-919e57b43ccc.jpg', 'https://f.nooncdn.com/p/pnsku/N70029834V/45/_/1703094041/92e034d5-5880-4b9a-8466-cf79fe22d2df.jpg']",https://www.noon.com/egypt-en/galaxy-a15-dual-sim-light-blue-4gb-ram-128gb-4g-middle-east-version/N70029833V/p/?o=dc1ab26d90dc0aec,,,,,"USB-C Type Cable, SIM Tray Ejector, Quick Start Guide",,,,,,,,1 TB,90Hz,,,,,,,
MicroSD,32 MP,Type-C,Dual SIM,32 MP & Above,8 GB,5000 mAh,256 GB,Middle East Version,6.6 in,Nano SIM,2340x1080,Awesome Ice Blue,,,,Android,,,,,,,,2023,5G,New,SM-A556ELBWMEA,SM-A556ELBWMEA,50+12+5,Galaxy A55 Dual SIM Awesome Ice Blue 8GB RAM 256GB 5G - Middle East Version,EGP 17304.50 Inclusive of VAT,Samsung,4.5,"['https://f.nooncdn.com/p/pnsku/N70049910V/45/_/1715177755/49898279-41ca-4db4-a4b3-17cce2afbd85.jpg', 'https://f.nooncdn.com/p/pnsku/N70049934V/45/_/1709736882/09ef2f0e-5912-45b4-91c5-c3e32cb5da2d.jpg', 'https://f.nooncdn.com/p/pnsku/N70049902V/45/_/1709736864/dcb3ca1f-5361-49b3-89ea-312d58cfc1e0.jpg', 'https://f.nooncdn.com/p/pnsku/N70049935V/45/_/1709736891/46deabab-a3bc-4065-b80e-6b019c710758.jpg']",https://www.noon.com/egypt-en/galaxy-a55-dual-sim-awesome-ice-blue-8gb-ram-256gb-5g-middle-east-version/N70049910V/p/?o=d9555a39d2519a1d,,,,,,,,,,,,,,120Hz,,,,,,,
MicroSD,16 MP,Type-C,Dual SIM,16 - 31.9 MP,8 GB,5000 mAh,256 GB,International Version,6.67 in,Nano SIM,,Midnight Black,AMOLED,Full HD,Android 13,Android,,Yes,LTE,,Octa Core,Triple,,,,New,"23117RA68G , 2312DRA50G",Note 13 Pro 8/256 Black,200MP+8MP+2MP,Redmi Note 13 Pro Dual SIM Midnight Black 8GB RAM 256GB - Global Version,EGP 11120.75 Inclusive of VAT,Xiaomi,4.4,"['https://f.nooncdn.com/p/pnsku/N70035011V/45/_/1706515760/1dcdc9bc-0b8d-40f5-ba5d-037956a0ab45.jpg', 'https://f.nooncdn.com/p/pnsku/N70035012V/45/_/1706515796/bb075c27-ee3f-4403-be81-d54ba0cf05ad.jpg', 'https://f.nooncdn.com/p/pnsku/N70035010V/45/_/1706515761/8d493030-678f-4e03-9f11-f349514d9dd9.jpg']",https://www.noon.com/egypt-en/redmi-note-13-pro-dual-sim-midnight-black-8gb-ram-256gb-global-version/N70035010V/p/?o=a6b50a1c5648ef9f,2.2 GHz,187 g,13.0,7th_generation_intel_kaby_lake_7y30_processor 4nm,Mobile Phone/ Adapter/ USB Type-C Cable/ SIM Eject Tool/ Protective Case/ Quick Start Guide/ Warranty Card/ Safety information,Gorilla Glass,,,,161.1 mm,74.95 mm,7.98 mm,256 GB,120Hz,"Proximity Sensors, ambient_light_sensor, Accelerometer",,,,,,
MicroSD,32 MP,Type-C,Dual SIM,32 MP & Above,8 GB,5000 mAh,256 GB,Middle East Version,6.6 in,Nano SIM,2340x1080,Awesome Lilac,,,,Android,,,,,,,,2023,5G,New,SM-A556ELVWMEA,SM-A556ELVWMEA,50+12+5,Galaxy A55 Dual SIM Awesome Lilac 8GB RAM 256GB 5G - Middle East Version,EGP 21999.00 Inclusive of VAT,Samsung,4.5,"['https://f.nooncdn.com/p/pnsku/N70049910V/45/_/1715177755/49898279-41ca-4db4-a4b3-17cce2afbd85.jpg', 'https://f.nooncdn.com/p/pnsku/N70049934V/45/_/1709736882/09ef2f0e-5912-45b4-91c5-c3e32cb5da2d.jpg', 'https://f.nooncdn.com/p/pnsku/N70049902V/45/_/1709736864/dcb3ca1f-5361-49b3-89ea-312d58cfc1e0.jpg', 'https://f.nooncdn.com/p/pnsku/N70049935V/45/_/1709736891/46deabab-a3bc-4065-b80e-6b019c710758.jpg']",https://www.noon.com/egypt-en/galaxy-a55-dual-sim-awesome-lilac-8gb-ram-256gb-5g-middle-east-version/N70049902V/p/?o=e5728e5e09cfbfdd,,,,,,,,,,,,,,120Hz,,,,,,,
,,Micro USB,,,4 MB,800 mAh,4 MB,Middle East Version,1.77 in,,,Black,,,,,,,,,,,,,,,Nokia105,Nokia105,,105 Dual Sim Black 4MB,EGP 440.00 Inclusive of VAT,NOKIA,3.4,[],https://www.noon.com/egypt-en/105-dual-sim-black-4mb/N53386520A/p/?o=ffc86e4e4d0f017e,,,,,,,,,,,,,,,,No Camera,,,,,
,,,Dual SIM,,8 GB,5000 mAh,256 GB,Middle East Version,6.67 in,Nano SIM,,Mint Green,,,,,,,,,,,,,,New,"23124RA7EO, 23129RAA4G",Redmi Note 13,,Redmi Note 13 Dual SIM Mint Green 8GB RAM 256GB 4G,EGP 8128.60 Inclusive of VAT,Xiaomi,4.4,"['https://f.nooncdn.com/p/pnsku/N70049951V/45/_/1709197363/4f9a734e-a41a-4ef2-aacb-a8b516000777.jpg', 'https://f.nooncdn.com/p/pnsku/N70050721V/45/_/1709291027/d105c113-412b-4736-9f6e-22a658e1ba53.jpg', 'https://f.nooncdn.com/p/pnsku/N70049993V/45/_/1709200959/38c0f055-14d3-4f71-87ba-8ff0485ae0fb.jpg']",https://www.noon.com/egypt-en/redmi-note-13-dual-sim-mint-green-8gb-ram-256gb-4g/N70049993V/p/?o=e58e0e5bae629eab,,,,,,,,,,,,,,,,,,,,,
,5 MP,Type-C,Dual SIM,5 - 7.9 MP,4 GB,5200 mAh,64 GB,Middle East Version,6.56 in,Nano SIM,720x1612,Cyan Lake,LCD,,,Android,,,,,Octa Core,Dual,,2022,4G,,Woody-L42C / WOD-LX2,Woody-L42C,50+2,X5 Plus Dual SIM Cyan Lake 4GB RAM 64GB 4G - Middle East Version,EGP 4230.00 Inclusive of VAT,Honor,4.3,"['https://f.nooncdn.com/p/v1692784598/N53430586A_1.jpg', 'https://f.nooncdn.com/p/v1692784598/N53430585A_1.jpg']",https://www.noon.com/egypt-en/x5-plus-dual-sim-cyan-lake-4gb-ram-64gb-4g-middle-east-version/N53430586A/p/?o=abb43a646ad9c38f,,188 g,,,,,,,,8.35 mm,163.32 mm,75.06 mm,,90Hz,"Proximity Sensors, ambient_light_sensor, fingerprint_scanner",,,,,,
MicroSD,32 MP,Type-C,Dual SIM,32 MP & Above,4 GB,5000 mAh,128 GB,Middle East Version,6.56 in,Nano SIM,720x1612,Starlit Black,,,,Android,Yes,,LTE,Unisoc,Octa Core,,,2023,4G,New,X6528B,Hot 40i,50MP,Hot 40i Dual SIM Starlit Black 4+4GB RAM 128GB 4G - Middle East Version,EGP 4625.00 Inclusive of VAT,Infinix,4.0,"['https://f.nooncdn.com/p/pnsku/N70024023V/45/_/1700127735/02e315d7-64f0-424a-b285-1e521785cf82.jpg', 'https://f.nooncdn.com/p/pnsku/N70024019V/45/_/1700127360/4291bef8-e648-4d7d-a516-2207129501c3.jpg', 'https://f.nooncdn.com/p/pnsku/N70024018V/45/_/1700127342/342f6ff5-6a3f-473a-906a-c42e6893b39d.jpg', 'https://f.nooncdn.com/p/pnsku/N70024021V/45/_/1700127391/0afb8392-b274-46e8-893a-2f111996e2ae.jpg']",https://www.noon.com/egypt-en/hot-40i-dual-sim-starlit-black-4-4gb-ram-128gb-4g-middle-east-version/N70024021V/p/?o=d78a9810a42181aa,1.6 GHz,190 g,13,Unisoc T606,"Mobile, Plug , Headset, Clear Cover, Screen protector",,,,,163.59 mm,75.59 mm,8.3 mm,1 TB,,"Fingerprint Scanner, Proximity Sensors, gyroscope",,,,,,
,12 MP,Type-C,Dual SIM,12 - 15.9 MP,12 GB,5000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,,Titanium Gray,,,,Android,,,GSM/LTE/UMTS,,,Triple,,,5G,New,SM-S928BZTCMEA,SM-S928BZTCMEA,200+10+12,Galaxy S24 Ultra Dual SIM Titanium Gray 12GB RAM 256GB 5G - Middle East Version,EGP 45650.00 Inclusive of VAT,Samsung,4.6,"['https://f.nooncdn.com/p/pnsku/N70035265V/45/_/1712239189/479179d5-3f20-4b07-96bf-3ae9bca7b58e.jpg', 'https://f.nooncdn.com/p/pnsku/N70035206V/45/_/1712239207/3e7c97e2-cf7d-48ee-b324-a5d4aa30efe8.jpg', 'https://f.nooncdn.com/p/pnsku/N70035266V/45/_/1712239196/0333058e-2b8c-402e-a69a-428054316099.jpg', 'https://f.nooncdn.com/p/pnsku/N70035267V/45/_/1712239200/90cf518a-3201-4f06-b335-ace256b6169b.jpg']",https://www.noon.com/egypt-en/galaxy-s24-ultra-dual-sim-titanium-gray-12gb-ram-256gb-5g-middle-east-version/N70035206V/p/?o=a8eefa533806ba8b,,,,,,,,,,,,,,120Hz,,,,,,,
,8 MP,Type-C,Dual SIM,8 - 11.9 MP,4 GB,5000 mAh,256 GB,Middle East Version,6.6 in,Nano SIM,,Azure Blue,,,,,Yes,,LTE,Unisoc,Octa Core,,,,4G,New,A70,A70,13MP,A70 Dual SIM Azure Blue 4GB RAM 256GB 4G - Middle East Version,EGP 4275.00 Inclusive of VAT,ITEL,4.3,"['https://f.nooncdn.com/p/pnsku/N70027156V/45/_/1701156383/bae812e8-a908-47e9-acf4-fc960a5e5759.jpg', 'https://f.nooncdn.com/p/pnsku/N70027159V/45/_/1701156153/0c13b5b6-4d9c-4159-8bd5-4b242bef24b8.jpg', 'https://f.nooncdn.com/p/pnsku/N70027160V/45/_/1701156243/be9e0f19-6f5d-46ce-a627-3c1710cb399d.jpg', 'https://f.nooncdn.com/p/pnsku/N70027157V/45/_/1701156193/1e032bd0-f4cd-44ea-aa51-b62371dda737.jpg']",https://www.noon.com/egypt-en/a70-dual-sim-azure-blue-4gb-ram-256gb-4g-middle-east-version/N70027156V/p/?o=a8cebf58df1d389f,,,,T603,,,,,,,,,,,,,,,,,
,,Type-C,Dual SIM,,8 GB,4852 mAh,256 GB,Middle East Version,6.7 in,Nano + eSIM,,Natural Titanium,Dynamic AMOLED,,,iOS,Yes,Yes,,Apple Bionic,Octa Core,Triple,LED,2023,5G,New,"MU6R3AH/A,MU793AA/A",iPhone 15 Pro Max,,iPhone 15 Pro Max 256GB Natural Titanium 5G With FaceTime - Middle East Version,EGP 61112.45 Inclusive of VAT,Apple,4.6,"['https://f.nooncdn.com/p/pnsku/N53432493A/45/_/1694762141/b2ee3ac8-6f63-4829-a50e-635506aa09b7.jpg', 'https://f.nooncdn.com/p/pnsku/N53432591A/45/_/1694762153/a427f668-a7f9-4be4-b633-58f6bf8ccc6d.jpg', 'https://f.nooncdn.com/p/pnsku/N53432547A/45/_/1694762192/fd45d583-8af9-4ff3-8032-af4a5a3c553c.jpg', 'https://f.nooncdn.com/p/pnsku/N53432479A/45/_/1694762196/41851adf-464e-4d18-ac48-b8647ab2600b.jpg']",https://www.noon.com/egypt-en/iphone-15-pro-max-256gb-natural-titanium-5g-with-facetime-middle-east-version/N53432547A/p/?o=f982a390217e99fe,,,17.0,A17 Pro,,,,,,,,,,120Hz,,,,,,,
No Expandable Memory,16 MP,Type-C,Dual SIM,16 - 31.9 MP,12 GB,5800 mAh,256 GB,Middle East Version,6.78 in,Nano SIM,,Sunrise Orange,AMOLED,,,Android,Yes,Yes,GSM/LTE,Qualcomm Snapdragon,Octa Core,Triple,LED,2023,5G,New,ALI-NX1,X9b,108+5+2,X9b Dual SIM 5G Sunrise Orange 12GB RAM 256GB - Middle East Version,EGP 13590.00 Inclusive of VAT,Honor,4.4,"['https://f.nooncdn.com/p/pnsku/N70019227V/45/_/1725374712/781c285d-07ba-4063-97e1-b3c4a6ce4957.jpg', 'https://f.nooncdn.com/p/pnsku/N70019226V/45/_/1707819297/52566d4e-30b6-4c38-b54f-8a8aa5871236.jpg', 'https://f.nooncdn.com/p/pnsku/N70019228V/45/_/1707819931/bf7f0896-3636-4862-b672-418bbfed975c.jpg']",https://www.noon.com/egypt-en/x9b-dual-sim-5g-sunrise-orange-12gb-ram-256gb-middle-east-version/N70019228V/p/?o=aa01f8d037961d6c,2 GHz,185 g,13.0,Qualcomm snapdragon SM6450,"Charger, USB
Type-C cable, guides, SIM tool",,,Dust Resistant,,163.6 mm,75.5 mm,7.98 mm,,,"Fingerprint Scanner, Accelerometer, Proximity Sensors",,,,,Type-C,
MicroSD,5 MP,Type-C,Dual SIM,5 - 7.9 MP,4 GB,5100 mAh,128 GB,UAE Version,6.72 in,Micro SIM,720x1612,Nebula Red,IPS LCD,HD,,Android,Yes,Yes,GSM/LTE/UMTS,Qualcomm Snapdragon,Octa Core,Dual,LED,2024,4G,New,CPH2641,OPPO A3x,,A3x Dual SIM Nebula Red 4GB RAM 128GB 4G - Middle East Version,EGP 5849.95 Inclusive of VAT,OPPO,4.2,"['https://f.nooncdn.com/p/pnsku/N70101872V/45/_/1724231475/05c076c0-a077-4138-a750-3734545d50f5.jpg', 'https://f.nooncdn.com/p/pnsku/N70101906V/45/_/1724231469/81c5effb-b75c-4e2a-a2fb-86c84126ab6e.jpg']",https://www.noon.com/egypt-en/a3x-dual-sim-nebula-red-4gb-ram-128gb-4g-middle-east-version/N70101872V/p/?o=f886ae26c6b481ff,2.2 GHz,,,SM6375,,,1080p,,,,,,,90Hz,"Accelerometer, Gyroscope, Digital compass",,,,,3.5 mm,
MicroSD,8 MP,Type-C,Dual SIM,8 - 11.9 MP,4 GB,6000 mAh,128 GB,Middle East Version,6.75 in,Nano SIM,720x1600,Ocean Blue,IPS LCD,,Android 12,Android,,,,,Octa Core,Quad,,2023,4G,New,RKY-LX2,X7a,50+5+2+2MP,X7a Dual SIM Ocean Blue 4GB RAM 128GB 4G LTE - Middle East Version,EGP 4875.00 Inclusive of VAT,Honor,4.3,"['https://f.nooncdn.com/p/v1686137293/N53380190A_1.jpg', 'https://f.nooncdn.com/p/v1686137294/N53380191A_1.jpg', 'https://f.nooncdn.com/p/v1686137294/N53380192A_1.jpg']",https://www.noon.com/egypt-en/x7a-dual-sim-ocean-blue-4gb-ram-128gb-4g-lte-middle-east-version/N53380191A/p/?o=c6709ffa75f47c2b,2.3 GHz,,,G37,,,,,,,,,1 TB,,,,,,,,
No Expandable Memory,16 MP,Type-C,Dual SIM,16 - 31.9 MP,12 GB,5800 mAh,256 GB,Middle East Version,6.78 in,Nano SIM,,Midnight Black,AMOLED,,,Android,Yes,Yes,GSM/LTE,Qualcomm Snapdragon,Octa Core,Triple,LED,2023,5G,New,ALI-NX1,X9b,108+5+2,X9b Dual SIM 5G Midnight Black 12GB RAM 256GB - Middle East Version,EGP 13567.00 Inclusive of VAT,Honor,4.4,"['https://f.nooncdn.com/p/pnsku/N70019227V/45/_/1725374712/781c285d-07ba-4063-97e1-b3c4a6ce4957.jpg', 'https://f.nooncdn.com/p/pnsku/N70019226V/45/_/1707819297/52566d4e-30b6-4c38-b54f-8a8aa5871236.jpg', 'https://f.nooncdn.com/p/pnsku/N70019228V/45/_/1707819931/bf7f0896-3636-4862-b672-418bbfed975c.jpg']",https://www.noon.com/egypt-en/x9b-dual-sim-5g-midnight-black-12gb-ram-256gb-middle-east-version/N70019226V/p/?o=fc631c1a01fc3dde,2 GHz,185 g,13.0,Qualcomm snapdragon SM6450,"Charger, USB
Type-C cable, guides, SIM tool",,,Dust Resistant,,163.6 mm,75.5 mm,7.98 mm,,,"Fingerprint Scanner, Accelerometer, Proximity Sensors",,,,,Type-C,
,,,Dual SIM,,8 GB,5000 mAh,256 GB,International Version,6.67 in,Nano SIM,1080x2400,Grey,,,,Android,,,,,,,,,,New,Reno 12F,Reno 12F,,Reno 12F 4G Dual SIM Grey 8GB RAM 256GB - International Version,EGP 10750.00 Inclusive of VAT,OPPO,4.8,[],https://www.noon.com/egypt-en/reno-12f-4g-dual-sim-grey-8gb-ram-256gb-international-version/N70100853V/p/?o=ca283db7f381f5ef,,,,,,,,,,,,,,,,,,,,,
,8 MP,Type-C,Dual SIM,8 - 11.9 MP,8 GB,5000 mAh,256 GB,Middle East Version,6.67 in,Nano SIM,,Glowing Black,,,,,,,,,,,,,,,,,,12x Glowing Black Dual SIM 8GB RAM 256GB 5G - Middle East Version,EGP 8195.00 Inclusive of VAT,realme,4.2,"['https://f.nooncdn.com/p/pnsku/N70064675V/45/_/1715855301/02a7eb79-0c5a-4124-b896-45b9ddad0c21.jpg', 'https://f.nooncdn.com/p/pnsku/N70064676V/45/_/1715855299/9121662f-9a33-4f77-9b33-052bd60d2147.jpg']",https://www.noon.com/egypt-en/12x-glowing-black-dual-sim-8gb-ram-256gb-5g-middle-east-version/N70064676V/p/?o=b94b2ca8b48bf2fe,2.2 GHz,,,,,,,,,,,,,,,,,,,,
,,Type-C,Dual SIM,,2 GB,5000 mAh,64 GB,Middle East Version,6.6 in,Nano SIM,,Galaxy White,,,,Android,Yes,,LTE,,,,,,4G,New,"X6525 , X6525D",Smart 8,,Smart 8 Dual SIM Galaxy White 2GB RAM 64GB 4G - Middle East Version,EGP 3525.00 Inclusive of VAT,Infinix,4.6,[],https://www.noon.com/egypt-en/smart-8-dual-sim-galaxy-white-2gb-ram-64gb-4g-middle-east-version/N70105530V/p/?o=a1e3036b197b5aaa,,,,,,,,,,,,,,,,,,,,,
,,Micro USB,Dual SIM,,512 MB,800 mAh,512 MB,Middle East Version,1.8 cm,,,blue,,,,,,,,,,,,,,,nokia 105,,,Nokia 105 Blue / Cyan Dual SIM Middle East Edition 2023,EGP 599.00 Inclusive of VAT,NOKIA,3.0,[],https://www.noon.com/egypt-en/nokia-105-blue-cyan-dual-sim-middle-east-edition-2023/N53417655A/p/?o=c3556e549558a5af,,,,,,,,,,,,,,,,No Camera,,,,,
,,,Dual SIM,,12 GB,5000 mAh,512 GB,International Version,6.7 in,Nano SIM,,Submarine Blue,,,,,,,,,,,,,,New,realme 12 Pro+,realme 12 Pro+,,12 Pro+ 5G Dual SIM 12GB RAM 512GB Submarine Blue - International Version,EGP 20999.00 Inclusive of VAT,realme,4.5,"['https://f.nooncdn.com/p/pnsku/N70044208V/45/_/1713977419/8975d088-e74b-4a64-b23c-2ae7ea76b276.jpg', 'https://f.nooncdn.com/p/pnsku/N70044209V/45/_/1713977535/eba6e491-f968-4604-a690-45d50bed8ea5.jpg']",https://www.noon.com/egypt-en/12-pro-5g-dual-sim-12gb-ram-512gb-submarine-blue-international-version/N70044209V/p/?o=e52bc03b10c2263f,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,12 GB,5000 mAh,256 GB,International Version,6.67 in,Nano SIM,1080x2400,amber orange,,,Android 14,Android,,,,,,,,2024,5G,New,OPPO RENO 12 F,OPPO RENO 12 F,,Reno 12F 5G Dual SIM Amber Orange 12GB RAM 256GB - International Version,EGP 13450.00 Inclusive of VAT,OPPO,4.4,"['https://f.nooncdn.com/p/pnsku/N70093961V/45/_/1721457133/a36bb626-cc5b-419b-938c-0ba64b6c8ce6.jpg', 'https://f.nooncdn.com/p/pnsku/N70093960V/45/_/1721457134/54d5b998-81c6-4fdd-9b0e-eca01f6979b7.jpg']",https://www.noon.com/egypt-en/reno-12f-5g-dual-sim-amber-orange-12gb-ram-256gb-international-version/N70093960V/p/?o=f6e7a78588eb58dc,,,,,,,,,,,,,,,,,,,,,
,,Micro USB,,,32 GB,800 mAh,18 GB,Middle East Version,1.8 in,,,Black,,,,,,,,,,,,,,,Nokia 106,,,106 Dual Sim 4G-Black,EGP 480.00 Inclusive of VAT,NOKIA,3.3,[],https://www.noon.com/egypt-en/106-dual-sim-4g-black/N53400027A/p/?o=c21a26c9a2659f9b,,,,,,,,,,,,,,,,No Camera,,,,,
MicroSD,5 MP,Type-C,Dual SIM,5 - 7.9 MP,3 GB,5000 mAh,64 GB,Middle East Version,6.71 in,Nano SIM,,Midnight Black,,HD,Android 14,Android,Yes,,LTE,MediaTek Helio,Octa Core,Dual,LED,,4G,New,23129RN51X,Redmi A3 (3+64),8+QVGA MP,Redmi A3 Dual SIM Midnight Black 3GB RAM 64GB 4G - Middle East Version,EGP 4199.00 Inclusive of VAT,Xiaomi,4.2,"['https://f.nooncdn.com/p/pnsku/N70052314V/45/_/1709710312/fa4db625-0c2c-429b-8650-f8b0752d82b1.jpg', 'https://f.nooncdn.com/p/pnsku/N70045123V/45/_/1707639098/73468216-0f3a-4376-b318-53b1cb67526d.jpg', 'https://f.nooncdn.com/p/pnsku/N70045124V/45/_/1707639227/764191cb-b19d-4093-b1df-812f57ad71e9.jpg']",https://www.noon.com/egypt-en/redmi-a3-dual-sim-midnight-black-3gb-ram-64gb-4g-middle-east-version/N70045123V/p/?o=bdbb729d4b5a705e,2.2 GHz,199 g,14,G36,Mobile Phone | Adapter | USB Type-C Cable | SIM Eject Tool | Quick Start Guide | Safety Information,Gorilla Glass,1080p,,,168 mm,8.3 mm,76.3 mm,1 TB,90Hz,,,,,,,
MicroSD,13 MP,Type-C,Dual SIM,12 - 15.9 MP,8 GB,5000 mAh,8 GB,Middle East Version,6.6 in,Nano SIM,2340x1080,Awesome Navy,,,,Android,,,,,,,,2023,5G,New,SM-A356EZKPMEA,SM-A356EZKPMEA,50+8+2,Galaxy A35 Dual SIM Awesome Navy 8GB RAM 128GB 5G - Middle East Version,EGP 12800.00 Inclusive of VAT,Samsung,4.5,"['https://f.nooncdn.com/p/pnsku/N70049810V/45/_/1715173536/8d42d30d-dd7d-4af5-b29b-cf2ef906bba8.jpg', 'https://f.nooncdn.com/p/pnsku/N70049901V/45/_/1709736864/baf974b5-40bb-4959-8aa3-3fe1f2699c04.jpg', 'https://f.nooncdn.com/p/pnsku/N70049911V/45/_/1709736902/40368dc2-ce51-48ca-89a4-cd6944cdf937.jpg', 'https://f.nooncdn.com/p/pnsku/N70049824V/45/_/1709736882/29e18071-5de5-4fb4-830d-7421ba528532.jpg']",https://www.noon.com/egypt-en/galaxy-a35-dual-sim-awesome-navy-8gb-ram-128gb-5g-middle-east-version/N70049824V/p/?o=bbefafa83d3c5e3e,,,,,,,,,,,,,,120Hz,,,,,,,
